,Year,Month,Day,Hour,Min,Sec,LAT,LON,DEP,EX,EY,AZ,EZ,MAG,ID,UTCDT,inBG,inNC,inSTA1,inSTA2,inSTA3
2754,2009,12,1,9,44,42.79,38.824,-122.82723,3.0239999999999996,9.000000000000002,6.0,19,8.0,1.9,71321316,2009-12-01T09:44:42.790000Z,True,True,True,True,True
2755,2009,12,1,12,30,40.45,38.787659999999995,-122.77123999999999,4.72,12.0,9.000000000000002,2,11.000000000000002,2.5,71321381,2009-12-01T12:30:40.450000Z,True,True,True,True,True
2756,2009,12,3,0,34,11.14,38.80597,-122.79513999999999,1.9,6.0,4.0,23,6.0,1.9,71317105,2009-12-03T00:34:11.140000Z,True,True,True,True,True
2757,2009,12,4,4,54,55.06100000000001,38.81449,-122.81897,3.339,10.0,6.0,7,8.0,1.9,71317600,2009-12-04T04:54:55.061000Z,True,True,True,True,True
2758,2009,12,7,16,48,11.165,38.83872,-122.82955,2.571,6.0,4.0,10,5.0,2.1,71319105,2009-12-07T16:48:11.165000Z,True,True,True,True,True
2759,2009,12,7,21,59,19.72,38.83722,-122.77277,2.615,5.0,4.0,27,6.999999999999999,2.0,71319220,2009-12-07T21:59:19.720000Z,True,True,True,True,True
2760,2009,12,8,0,40,21.041999999999998,38.81061,-122.79061000000002,3.773,6.999999999999999,5.0,13,6.0,2.8,71319315,2009-12-08T00:40:21.042000Z,True,True,True,True,True
2761,2009,12,8,7,54,0.215,38.79005,-122.73678000000001,2.322,5.0,4.0,168,4.0,2.1,71032994,2009-12-08T07:54:00.215000Z,True,True,True,True,True
2762,2009,12,8,11,36,4.7,38.83511,-122.804,2.468,15.0,9.000000000000002,172,8.0,2.1,71319485,2009-12-08T11:36:04.700000Z,True,True,True,True,True
2764,2009,12,9,22,27,36.96,38.838429999999995,-122.82888,2.517,5.0,4.0,9,5.0,2.3,71320240,2009-12-09T22:27:36.960000Z,True,True,True,True,True
2765,2009,12,9,22,27,44.21,38.8389,-122.82843000000001,2.38,13.999999999999998,6.999999999999999,3,9.000000000000002,1.8,71033089,2009-12-09T22:27:44.210000Z,True,True,True,True,True
2766,2009,12,10,3,25,45.04,38.81498,-122.80381000000001,2.541,15.0,9.000000000000002,17,11.000000000000002,1.9,71320375,2009-12-10T03:25:45.040000Z,True,True,True,True,True
2767,2009,12,10,6,45,27.655,38.83135,-122.80299,2.5380000000000003,12.0,6.999999999999999,175,6.999999999999999,2.3,71320440,2009-12-10T06:45:27.655000Z,True,True,True,True,True
2768,2009,12,10,23,40,28.500999999999998,38.83545,-122.80135,2.6839999999999997,15.0,9.000000000000002,2,6.999999999999999,2.2,71320790,2009-12-10T23:40:28.501000Z,True,True,True,True,True
2769,2009,12,12,16,24,58.6,38.818740000000005,-122.80628,3.123,9.000000000000002,5.0,28,8.0,2.5,71321395,2009-12-12T16:24:58.600000Z,True,True,True,True,True
2770,2009,12,13,13,40,25.79,38.81643,-122.81794,3.137,10.0,6.0,7,10.0,1.8,71321670,2009-12-13T13:40:25.790000Z,True,True,True,True,True
2771,2009,12,13,20,14,18.729,38.80147,-122.81873999999999,3.6710000000000003,12.0,6.999999999999999,5,10.0,1.8,71321765,2009-12-13T20:14:18.729000Z,True,True,True,True,True
2772,2009,12,14,3,26,17.625999999999998,38.83279,-122.81076000000002,2.647,6.999999999999999,5.0,15,5.0,2.0,71321850,2009-12-14T03:26:17.626000Z,True,True,True,True,True
2773,2009,12,14,3,26,17.64,38.83303,-122.8107,2.59,6.999999999999999,5.0,9,5.0,2.0,71321845,2009-12-14T03:26:17.640000Z,True,True,True,True,True
2774,2009,12,14,7,37,50.06100000000001,38.82156,-122.82387,3.11,24.0,13.999999999999998,18,15.0,2.4,71321910,2009-12-14T07:37:50.061000Z,True,True,True,True,True
2775,2009,12,14,9,12,28.18,38.8171,-122.79279,4.415,10.0,8.0,19,11.000000000000002,2.1,71321945,2009-12-14T09:12:28.180000Z,True,True,True,True,True
2776,2009,12,14,11,46,51.245,38.80811,-122.81098999999999,2.491,11.000000000000002,8.0,5,10.0,2.0,71321985,2009-12-14T11:46:51.245000Z,True,True,True,True,True
2777,2009,12,15,19,38,49.673,38.8131,-122.83036000000001,3.188,9.000000000000002,6.0,166,9.000000000000002,2.4,71322545,2009-12-15T19:38:49.673000Z,True,True,True,True,True
2778,2009,12,16,19,36,54.87,38.82682,-122.79727,3.6919999999999997,6.999999999999999,6.0,13,6.0,1.9,71322915,2009-12-16T19:36:54.870000Z,True,True,True,True,True
2779,2009,12,17,9,8,38.39,38.805859999999996,-122.81092,2.5580000000000003,13.999999999999998,9.000000000000002,29,13.000000000000002,2.4,71323085,2009-12-17T09:08:38.390000Z,True,True,True,True,True
2780,2009,12,17,15,2,3.614,38.817209999999996,-122.8042,2.14,11.000000000000002,6.999999999999999,34,8.0,2.2,71323165,2009-12-17T15:02:03.614000Z,True,True,True,True,True
2781,2009,12,18,18,39,59.64,38.78362,-122.74321,1.911,6.0,5.0,173,6.0,1.9,71323625,2009-12-18T18:39:59.640000Z,True,True,True,True,True
2782,2009,12,19,21,45,4.035,38.814679999999996,-122.83041999999999,2.955,9.000000000000002,6.999999999999999,156,6.0,2.0,71324075,2009-12-19T21:45:04.035000Z,True,True,True,True,True
2783,2009,12,20,12,26,25.99,38.78934,-122.77096,4.619,13.999999999999998,9.000000000000002,48,11.000000000000002,3.8,71324305,2009-12-20T12:26:25.990000Z,True,True,True,True,True
2784,2009,12,20,13,40,27.635,38.818709999999996,-122.82368999999998,3.198,9.000000000000002,6.0,12,8.0,1.9,71324350,2009-12-20T13:40:27.635000Z,True,True,True,True,True
2785,2009,12,22,15,31,0.45,38.7886,-122.74479,1.745,6.0,5.0,173,6.0,2.0,71324995,2009-12-22T15:31:00.450000Z,True,True,True,True,True
2786,2009,12,22,16,25,12.953,38.82465,-122.79101999999999,3.7739999999999996,6.999999999999999,6.0,35,6.999999999999999,2.3,71325015,2009-12-22T16:25:12.953000Z,True,True,True,True,True
2788,2009,12,24,19,21,34.34,38.83655,-122.77463,2.85,5.0,3.0,8,6.0,2.0,71325805,2009-12-24T19:21:34.340000Z,True,True,True,True,True
2789,2009,12,25,0,39,21.366,38.80655,-122.81648999999999,3.784,9.000000000000002,5.0,169,6.0,2.0,71325935,2009-12-25T00:39:21.366000Z,True,True,True,True,True
2790,2009,12,26,2,56,23.255,38.83079,-122.80208999999999,2.6039999999999996,12.0,6.999999999999999,178,9.000000000000002,2.0,71326440,2009-12-26T02:56:23.255000Z,True,True,True,True,True
2791,2009,12,26,8,37,7.94,38.799170000000004,-122.77796000000001,1.556,13.999999999999998,11.000000000000002,24,12.0,2.6,71326550,2009-12-26T08:37:07.940000Z,True,True,True,True,True
2793,2009,12,26,9,48,12.42,38.83781,-122.77474,2.9589999999999996,5.0,3.0,23,6.999999999999999,2.0,71326590,2009-12-26T09:48:12.420000Z,True,True,True,True,True
2794,2009,12,26,16,25,40.97,38.79997,-122.80677,2.54,10.0,6.999999999999999,12,9.000000000000002,2.1,71326750,2009-12-26T16:25:40.970000Z,True,True,True,True,True
2795,2009,12,27,18,35,56.96,38.807179999999995,-122.79399,3.86,8.0,5.0,11,6.999999999999999,2.0,71327075,2009-12-27T18:35:56.960000Z,True,True,True,True,True
2796,2009,12,30,16,29,40.91,38.805409999999995,-122.79073999999999,2.41,5.0,4.0,48,5.0,2.0,71328130,2009-12-30T16:29:40.910000Z,True,True,True,True,True
2797,2009,12,31,11,10,53.532,38.827740000000006,-122.79574,2.821,8.0,6.0,44,5.0,2.2,71328390,2009-12-31T11:10:53.532000Z,True,True,True,True,True
2798,2010,1,2,3,38,57.82,38.82886,-122.74836,1.02,9.000000000000002,6.0,18,13.000000000000002,1.8,71329070,2010-01-02T03:38:57.820000Z,True,True,True,True,True
2799,2010,1,2,22,31,59.88,38.8262,-122.79773999999999,3.708,6.999999999999999,6.999999999999999,52,6.999999999999999,1.8,71329360,2010-01-02T22:31:59.880000Z,True,True,True,True,True
2800,2010,1,2,23,50,0.24,38.81902,-122.83254,2.637,13.000000000000002,6.999999999999999,178,8.0,2.1,71329385,2010-01-02T23:50:00.240000Z,True,True,True,True,True
2801,2010,1,3,6,8,58.03,38.8324,-122.80193999999999,2.589,15.0,10.0,175,10.0,2.0,71329520,2010-01-03T06:08:58.030000Z,True,True,True,True,True
2802,2010,1,3,8,33,8.002,38.813790000000004,-122.81858000000001,2.225,22.000000000000004,17.0,118,18.000000000000004,2.9,71329580,2010-01-03T08:33:08.002000Z,True,True,True,True,True
2803,2010,1,3,20,21,32.657,38.81562,-122.74078,3.477,9.000000000000002,6.999999999999999,60,11.000000000000002,1.9,71329835,2010-01-03T20:21:32.657000Z,True,True,True,True,True
2804,2010,1,4,19,59,1.56,38.81966,-122.8069,3.111,12.0,6.0,33,10.0,1.9,71335376,2010-01-04T19:59:01.560000Z,True,True,True,True,True
2805,2010,1,5,3,27,52.05,38.83455,-122.80001999999999,2.745,12.0,10.0,10,11.000000000000002,2.2,71335526,2010-01-05T03:27:52.050000Z,True,True,True,True,True
2806,2010,1,6,9,51,8.216000000000001,38.83697,-122.82785,2.6460000000000004,5.0,4.0,30,6.999999999999999,2.0,71336071,2010-01-06T09:51:08.216000Z,True,True,True,True,True
2807,2010,1,6,15,30,55.891000000000005,38.82571,-122.83117,3.199,9.000000000000002,6.999999999999999,15,10.0,2.0,71336206,2010-01-06T15:30:55.891000Z,True,True,True,True,True
2808,2010,1,7,0,15,20.11,38.8072,-122.76992,2.375,8.0,6.0,7,6.999999999999999,1.8,71336406,2010-01-07T00:15:20.110000Z,True,True,True,True,True
2809,2010,1,7,1,1,24.69,38.79485,-122.80994,4.173,12.0,8.0,26,10.0,1.9,71336416,2010-01-07T01:01:24.690000Z,True,True,True,True,True
2810,2010,1,8,1,6,27.83,38.79122,-122.74723999999999,2.307,6.999999999999999,6.0,14,6.999999999999999,1.8,71337016,2010-01-08T01:06:27.830000Z,True,True,True,True,True
2811,2010,1,8,9,32,4.38,38.82744,-122.79893999999999,3.739,8.0,6.0,27,6.0,2.9,71337186,2010-01-08T09:32:04.380000Z,True,True,True,True,True
2812,2010,1,10,0,0,6.53,38.81483,-122.82193000000001,3.1189999999999998,12.0,6.999999999999999,15,8.0,2.3,71338041,2010-01-10T00:00:06.530000Z,True,True,True,True,True
2813,2010,1,10,0,23,14.24,38.82014,-122.78527,2.7439999999999998,13.000000000000002,8.0,22,10.0,1.8,71338056,2010-01-10T00:23:14.240000Z,True,True,True,True,True
2814,2010,1,10,14,36,6.11,38.80522,-122.77439,2.285,10.0,6.999999999999999,179,11.000000000000002,2.0,71338476,2010-01-10T14:36:06.110000Z,True,True,True,True,True
2815,2010,1,10,15,36,27.96,38.797779999999996,-122.81258000000001,4.164,15.0,9.000000000000002,23,10.0,2.8,71338516,2010-01-10T15:36:27.960000Z,True,True,True,True,True
2816,2010,1,10,19,11,19.56,38.79424,-122.75627,4.019,6.0,5.0,7,9.000000000000002,2.5,71338641,2010-01-10T19:11:19.560000Z,True,True,True,True,True
2817,2010,1,12,15,25,46.979,38.8202,-122.78543,2.529,11.000000000000002,9.000000000000002,22,12.0,1.8,71339501,2010-01-12T15:25:46.979000Z,True,True,True,True,True
2818,2010,1,12,19,30,9.5,38.81309,-122.83103,3.122,9.000000000000002,6.999999999999999,168,11.000000000000002,1.8,71339571,2010-01-12T19:30:09.500000Z,True,True,True,True,True
2819,2010,1,13,12,28,6.57,38.794740000000004,-122.80357,4.016,8.0,6.999999999999999,110,9.000000000000002,2.2,71339836,2010-01-13T12:28:06.570000Z,True,True,True,True,True
2820,2010,1,13,18,30,49.67,38.80093,-122.73867,2.506,8.0,6.0,39,9.000000000000002,2.5,71339911,2010-01-13T18:30:49.670000Z,True,True,True,True,True
2821,2010,1,14,2,37,58.653999999999996,38.83586,-122.77399,2.742,6.0,3.0,25,6.999999999999999,2.1,71340051,2010-01-14T02:37:58.654000Z,True,True,True,True,True
2822,2010,1,16,1,51,46.645,38.81734,-122.79316999999999,1.882,12.0,8.0,9,8.0,1.9,71341176,2010-01-16T01:51:46.645000Z,True,True,True,True,True
2824,2010,1,18,22,47,56.74,38.8373,-122.77321,2.753,6.0,3.0,25,6.999999999999999,1.8,71342241,2010-01-18T22:47:56.740000Z,True,True,True,True,True
2834,2010,1,28,6,34,15.362,38.8169,-122.81891999999999,2.633,10.0,8.0,39,6.0,2.6,71345121,2010-01-28T06:34:15.362000Z,True,True,True,True,True
2835,2010,1,28,18,2,0.72,38.811,-122.81212,4.271,16.0,9.000000000000002,2,23.0,2.2,71345291,2010-01-28T18:02:00.720000Z,True,True,True,True,True
2836,2010,1,29,15,47,12.499,38.81528,-122.82218999999999,3.418,11.000000000000002,6.999999999999999,6,10.0,2.0,71345711,2010-01-29T15:47:12.499000Z,True,True,True,True,True
2837,2010,1,30,5,59,37.031,38.790040000000005,-122.73653,2.593,6.999999999999999,5.0,4,6.0,2.0,71346006,2010-01-30T05:59:37.031000Z,True,True,True,True,True
2838,2010,1,30,9,32,33.345,38.8325,-122.80173,2.662,16.0,10.0,6,8.0,3.6,71346081,2010-01-30T09:32:33.345000Z,True,True,True,True,True
2839,2010,1,30,9,34,45.982,38.82862,-122.80309,1.848,10.0,5.0,177,8.0,2.0,71346086,2010-01-30T09:34:45.982000Z,True,True,True,True,True
2840,2010,1,30,9,35,39.01,38.833420000000004,-122.80339,2.469,17.0,9.000000000000002,1,11.000000000000002,1.8,71346096,2010-01-30T09:35:39.010000Z,True,True,True,True,True
2841,2010,1,30,9,39,37.219,38.83084,-122.80057,2.55,11.000000000000002,6.0,176,9.000000000000002,1.9,71346121,2010-01-30T09:39:37.219000Z,True,True,True,True,True
2842,2010,1,31,1,46,26.75,38.7849,-122.73538,2.158,6.0,5.0,175,5.0,1.9,71346531,2010-01-31T01:46:26.750000Z,True,True,True,True,True
2843,2010,1,31,5,14,46.96,38.81443,-122.78213000000001,2.406,8.0,6.999999999999999,174,6.0,2.7,71346601,2010-01-31T05:14:46.960000Z,True,True,True,True,True
2844,2010,2,1,15,16,35.265,38.79329,-122.8015,4.406000000000001,8.0,8.0,82,8.0,2.0,71347306,2010-02-01T15:16:35.265000Z,True,True,True,True,True
2845,2010,2,1,20,15,24.68,38.814029999999995,-122.81928,3.785,20.0,10.0,4,13.000000000000002,2.3,71347446,2010-02-01T20:15:24.680000Z,True,True,True,True,True
2846,2010,2,1,23,33,48.83,38.8398,-122.83018999999999,2.354,8.0,6.0,19,6.999999999999999,2.1,71347536,2010-02-01T23:33:48.830000Z,True,True,True,True,True
2847,2010,2,3,3,8,10.46,38.78583,-122.7703,2.447,6.0,6.0,14,9.000000000000002,1.8,71348141,2010-02-03T03:08:10.460000Z,True,True,True,True,True
2848,2010,2,4,5,56,8.035,38.83982,-122.82966,2.541,6.0,5.0,8,6.0,1.9,71348576,2010-02-04T05:56:08.035000Z,True,True,True,True,True
2849,2010,2,4,11,23,58.93,38.79541,-122.80943,4.019,13.000000000000002,10.0,13,8.0,2.3,71348651,2010-02-04T11:23:58.930000Z,True,True,True,True,True
2850,2010,2,4,11,29,8.746,38.79437,-122.80943,3.971,8.0,6.999999999999999,39,10.0,1.9,71348661,2010-02-04T11:29:08.746000Z,True,True,True,True,True
2851,2010,2,4,11,33,53.46,38.793420000000005,-122.81043000000001,4.041,12.0,10.0,6,8.0,2.0,71348666,2010-02-04T11:33:53.460000Z,True,True,True,True,True
2852,2010,2,4,12,35,23.625999999999998,38.791940000000004,-122.81118000000001,4.342,12.0,10.0,17,9.000000000000002,2.0,71348696,2010-02-04T12:35:23.626000Z,True,True,True,True,True
2853,2010,2,4,14,24,30.195,38.82217,-122.80086000000001,3.61,12.0,6.0,30,9.000000000000002,2.0,71348741,2010-02-04T14:24:30.195000Z,True,True,True,True,True
2854,2010,2,5,3,56,22.36,38.81825,-122.80603,2.5780000000000003,10.0,5.0,26,6.999999999999999,2.0,71348981,2010-02-05T03:56:22.360000Z,True,True,True,True,True
2855,2010,2,7,9,19,31.135,38.81819,-122.78461999999999,2.6310000000000002,12.0,6.999999999999999,23,10.0,1.8,71350096,2010-02-07T09:19:31.135000Z,True,True,True,True,True
2856,2010,2,7,16,54,28.905,38.81886,-122.79751,3.0669999999999997,10.0,8.0,40,13.000000000000002,2.0,71350221,2010-02-07T16:54:28.905000Z,True,True,True,True,True
2857,2010,2,8,12,28,49.95,38.83627,-122.77332,2.823,5.0,3.0,30,5.0,2.2,71350581,2010-02-08T12:28:49.950000Z,True,True,True,True,True
2858,2010,2,8,23,32,28.912,38.792320000000004,-122.75503,2.08,6.999999999999999,6.0,39,8.0,2.2,71350791,2010-02-08T23:32:28.912000Z,True,True,True,True,True
2859,2010,2,9,8,16,6.933,38.816340000000004,-122.80741,4.313,12.0,6.999999999999999,22,6.999999999999999,2.9,71351001,2010-02-09T08:16:06.933000Z,True,True,True,True,True
2860,2010,2,10,2,4,44.15,38.81982,-122.80615,3.2710000000000004,10.0,6.0,24,6.999999999999999,2.5,71351446,2010-02-10T02:04:44.150000Z,True,True,True,True,True
2861,2010,2,10,17,58,15.795,38.8174,-122.81747,3.103,10.0,6.0,5,6.999999999999999,2.2,71351701,2010-02-10T17:58:15.795000Z,True,True,True,True,True
2862,2010,2,11,1,41,45.068000000000005,38.78707,-122.77111000000001,2.662,6.0,5.0,25,6.999999999999999,2.0,71351931,2010-02-11T01:41:45.068000Z,True,True,True,True,True
2863,2010,2,11,14,33,36.52,38.78512,-122.73548999999998,2.354,8.0,6.999999999999999,53,6.0,2.3,71352096,2010-02-11T14:33:36.520000Z,True,True,True,True,True
2865,2010,2,12,8,17,12.27,38.81817,-122.78854,2.5869999999999997,10.0,6.0,18,10.0,2.0,71352556,2010-02-12T08:17:12.270000Z,True,True,True,True,True
2866,2010,2,12,12,56,53.813,38.82708,-122.84298000000001,1.508,12.0,6.999999999999999,22,9.000000000000002,1.9,71352651,2010-02-12T12:56:53.813000Z,True,True,True,True,True
2867,2010,2,12,13,15,38.46,38.78853,-122.74466000000001,1.806,6.0,6.0,31,6.0,2.0,71352666,2010-02-12T13:15:38.460000Z,True,True,True,True,True
2868,2010,2,12,17,50,40.006,38.80733,-122.79145,2.318,13.000000000000002,9.000000000000002,15,8.0,3.0,71352761,2010-02-12T17:50:40.006000Z,True,True,True,True,True
2869,2010,2,12,17,53,16.88,38.807520000000004,-122.79276000000002,2.0780000000000003,5.0,3.0,33,4.0,2.1,71352771,2010-02-12T17:53:16.880000Z,True,True,True,True,True
2870,2010,2,14,2,37,15.14,38.79302,-122.75753,4.016,6.0,6.0,49,9.000000000000002,2.1,71353476,2010-02-14T02:37:15.140000Z,True,True,True,True,True
2871,2010,2,14,3,12,25.89,38.82008,-122.80658999999999,4.013,10.0,6.0,16,9.000000000000002,2.0,71353486,2010-02-14T03:12:25.890000Z,True,True,True,True,True
2872,2010,2,14,3,45,33.085,38.785740000000004,-122.77028999999999,2.3609999999999998,6.0,6.0,133,6.0,2.5,71353501,2010-02-14T03:45:33.085000Z,True,True,True,True,True
2873,2010,2,16,21,0,52.56,38.81119,-122.78076999999999,2.347,15.0,10.0,12,13.999999999999998,2.7,71355081,2010-02-16T21:00:52.560000Z,True,True,True,True,True
2874,2010,2,16,23,48,31.84,38.83538,-122.79915,2.6719999999999997,15.0,9.000000000000002,0,9.000000000000002,1.8,71355161,2010-02-16T23:48:31.840000Z,True,True,True,True,True
2875,2010,2,17,7,53,12.834000000000001,38.83248,-122.77615,2.333,9.000000000000002,6.999999999999999,175,9.000000000000002,1.9,71355331,2010-02-17T07:53:12.834000Z,True,True,True,True,True
2876,2010,2,17,16,18,35.19,38.820190000000004,-122.79356000000001,4.297,10.0,6.999999999999999,20,10.0,1.8,71355551,2010-02-17T16:18:35.190000Z,True,True,True,True,True
2877,2010,2,18,18,14,46.0,38.81819,-122.82156,3.2439999999999998,10.0,6.999999999999999,18,9.000000000000002,2.5,71356406,2010-02-18T18:14:46.000000Z,True,True,True,True,True
2878,2010,2,19,8,51,15.335,38.81307,-122.79383,4.745,9.000000000000002,8.0,54,10.0,1.8,71356726,2010-02-19T08:51:15.335000Z,True,True,True,True,True
2879,2010,2,19,18,18,58.886,38.816109999999995,-122.79408000000001,4.17,10.0,8.0,19,9.000000000000002,2.0,71356941,2010-02-19T18:18:58.886000Z,True,True,True,True,True
2880,2010,2,20,5,33,42.475,38.8139,-122.81334,3.699,11.000000000000002,9.000000000000002,172,10.0,1.8,71357281,2010-02-20T05:33:42.475000Z,True,True,True,True,True
2881,2010,2,21,4,3,42.53,38.837920000000004,-122.82909,2.414,6.0,4.0,169,6.0,1.9,71357726,2010-02-21T04:03:42.530000Z,True,True,True,True,True
2882,2010,2,21,7,13,30.05,38.8367,-122.81109,2.69,8.0,6.0,27,6.999999999999999,2.0,71357791,2010-02-21T07:13:30.050000Z,True,True,True,True,True
2883,2010,2,23,5,57,26.39,38.832,-122.80893999999999,1.827,9.000000000000002,5.0,33,5.0,2.5,71358486,2010-02-23T05:57:26.390000Z,True,True,True,True,True
2884,2010,2,24,16,15,34.582,38.802279999999996,-122.7369,2.3480000000000003,6.0,5.0,57,6.0,1.9,71353940,2010-02-24T16:15:34.582000Z,True,True,True,True,True
2885,2010,2,24,17,59,38.88,38.8177,-122.7919,4.354,10.0,8.0,34,8.0,2.9,71353990,2010-02-24T17:59:38.880000Z,True,True,True,True,True
2886,2010,2,24,18,10,57.56,38.79323,-122.80713999999999,3.968,9.000000000000002,6.999999999999999,103,10.0,2.1,71354005,2010-02-24T18:10:57.560000Z,True,True,True,True,True
2887,2010,2,25,1,4,30.903000000000002,38.81008,-122.78963999999999,3.912,15.0,5.0,17,12.0,2.1,71354175,2010-02-25T01:04:30.903000Z,True,True,True,True,True
2888,2010,2,25,22,5,37.28,38.79347,-122.7566,2.031,6.0,4.0,34,6.0,2.0,71354670,2010-02-25T22:05:37.280000Z,True,True,True,True,True
2889,2010,2,26,1,49,45.729,38.81651,-122.80617,2.528,13.000000000000002,9.000000000000002,16,9.000000000000002,1.8,71354805,2010-02-26T01:49:45.729000Z,True,True,True,True,True
2890,2010,2,26,22,40,24.16,38.81364,-122.79262,4.665,10.0,6.0,16,10.0,1.9,71355240,2010-02-26T22:40:24.160000Z,True,True,True,True,True
2891,2010,2,27,6,53,2.1,38.7926,-122.75717,2.241,5.0,3.0,48,5.0,2.1,71355380,2010-02-27T06:53:02.100000Z,True,True,True,True,True
2892,2010,2,28,3,14,53.72,38.82186,-122.79542,3.888,11.000000000000002,8.0,16,8.0,1.8,71355910,2010-02-28T03:14:53.720000Z,True,True,True,True,True
2893,2010,2,28,3,35,26.406,38.83838,-122.78602,2.311,8.0,4.0,7,5.0,1.8,71355920,2010-02-28T03:35:26.406000Z,True,True,True,True,True
2894,2010,3,1,13,45,46.84,38.80593,-122.79131000000001,2.346,5.0,4.0,12,5.0,2.0,71356540,2010-03-01T13:45:46.840000Z,True,True,True,True,True
2895,2010,3,1,16,56,49.661,38.82648,-122.83148999999999,2.971,10.0,6.0,18,6.999999999999999,1.8,71356605,2010-03-01T16:56:49.661000Z,True,True,True,True,True
2896,2010,3,1,22,35,2.75,38.82295,-122.82834,2.1590000000000003,16.0,9.000000000000002,167,10.0,1.9,71356830,2010-03-01T22:35:02.750000Z,True,True,True,True,True
2897,2010,3,2,12,14,50.74,38.81308,-122.78416000000001,2.009,13.999999999999998,6.999999999999999,169,9.000000000000002,2.6,71357055,2010-03-02T12:14:50.740000Z,True,True,True,True,True
2898,2010,3,2,20,6,52.24,38.80539,-122.81178999999999,4.269,16.0,8.0,23,11.000000000000002,2.8,71357225,2010-03-02T20:06:52.240000Z,True,True,True,True,True
2899,2010,3,3,3,35,39.138000000000005,38.81831,-122.80296000000001,2.405,11.000000000000002,6.0,18,6.999999999999999,2.0,71357450,2010-03-03T03:35:39.138000Z,True,True,True,True,True
2900,2010,3,3,5,1,12.395,38.83243,-122.75419,1.7619999999999998,11.000000000000002,6.0,1,9.000000000000002,1.8,71357475,2010-03-03T05:01:12.395000Z,True,True,True,True,True
2901,2010,3,3,7,24,17.93,38.83882,-122.78531000000001,2.35,6.999999999999999,4.0,1,6.999999999999999,1.8,71357540,2010-03-03T07:24:17.930000Z,True,True,True,True,True
2902,2010,3,3,13,27,27.386,38.83583,-122.80011999999999,2.6439999999999997,13.999999999999998,10.0,9,8.0,2.0,71357615,2010-03-03T13:27:27.386000Z,True,True,True,True,True
2903,2010,3,3,18,48,3.96,38.831,-122.76061000000001,1.4580000000000002,6.999999999999999,4.0,1,6.0,1.9,71357705,2010-03-03T18:48:03.960000Z,True,True,True,True,True
2904,2010,3,3,20,35,8.6,38.8361,-122.77301000000001,2.7319999999999998,5.0,3.0,29,5.0,2.2,71357755,2010-03-03T20:35:08.600000Z,True,True,True,True,True
2905,2010,3,4,19,36,33.2,38.83225,-122.75303000000001,1.115,11.000000000000002,6.999999999999999,5,11.000000000000002,2.4,71036194,2010-03-04T19:36:33.200000Z,True,True,True,True,True
2906,2010,3,5,0,45,7.075,38.82934,-122.74823,0.879,9.000000000000002,6.999999999999999,27,11.000000000000002,2.0,71358575,2010-03-05T00:45:07.075000Z,True,True,True,True,True
2907,2010,3,5,11,51,51.316,38.78983,-122.72577,2.233,11.000000000000002,6.999999999999999,31,6.999999999999999,2.7,71358765,2010-03-05T11:51:51.316000Z,True,True,True,True,True
2908,2010,3,5,11,51,57.55,38.79009,-122.74531,1.4169999999999998,27.999999999999996,12.0,79,22.000000000000004,2.2,71035909,2010-03-05T11:51:57.550000Z,True,True,True,True,True
2909,2010,3,5,11,55,36.435,38.78802,-122.72463,2.254,9.000000000000002,6.0,33,6.0,2.9,71358780,2010-03-05T11:55:36.435000Z,True,True,True,True,True
2910,2010,3,5,16,11,55.935,38.80122,-122.80516000000001,2.3890000000000002,11.000000000000002,8.0,38,9.000000000000002,2.0,71358875,2010-03-05T16:11:55.935000Z,True,True,True,True,True
2911,2010,3,6,6,26,25.415,38.81978,-122.79274,3.866,13.000000000000002,8.0,25,11.000000000000002,1.8,71035989,2010-03-06T06:26:25.415000Z,True,True,True,True,True
2912,2010,3,6,7,21,25.875,38.82478,-122.80945,4.073,11.000000000000002,6.0,1,8.0,2.0,71359380,2010-03-06T07:21:25.875000Z,True,True,True,True,True
2913,2010,3,7,16,31,35.688,38.79482,-122.78058999999999,2.48,13.000000000000002,9.000000000000002,33,11.000000000000002,2.2,71359960,2010-03-07T16:31:35.688000Z,True,True,True,True,True
2914,2010,3,8,14,34,2.371,38.80178,-122.77423,1.715,9.000000000000002,9.000000000000002,144,9.000000000000002,1.9,71360365,2010-03-08T14:34:02.371000Z,True,True,True,True,True
2915,2010,3,8,20,40,23.87,38.79407,-122.75721999999999,4.175,6.999999999999999,6.0,62,9.000000000000002,2.1,71360520,2010-03-08T20:40:23.870000Z,True,True,True,True,True
2916,2010,3,11,1,6,38.044000000000004,38.80102,-122.81742,1.883,26.000000000000004,9.000000000000002,24,16.0,3.0,71361510,2010-03-11T01:06:38.044000Z,True,True,True,True,True
2917,2010,3,12,5,46,46.875,38.817609999999995,-122.79633000000001,3.838,11.000000000000002,6.999999999999999,5,9.000000000000002,2.0,71362210,2010-03-12T05:46:46.875000Z,True,True,True,True,True
2918,2010,3,12,13,10,25.768,38.83103,-122.79077,2.548,11.000000000000002,6.999999999999999,24,6.999999999999999,2.0,71362360,2010-03-12T13:10:25.768000Z,True,True,True,True,True
2919,2010,3,14,6,17,15.317,38.838879999999996,-122.82516000000001,2.4419999999999997,6.0,4.0,8,6.0,2.5,71363105,2010-03-14T06:17:15.317000Z,True,True,True,True,True
2920,2010,3,14,16,42,53.831,38.82315,-122.79433,3.6860000000000004,12.0,6.999999999999999,24,8.0,2.9,71363265,2010-03-14T16:42:53.831000Z,True,True,True,True,True
